,Unnamed: 0,Hestekræfter,Brændstoftype,Biltype,Gearkasse,Årgang,Kilometer,Model,Pris,Link,Sidst synet,Farve,Registreringsdato,Antal døre,Antal gear,Cylindre,Trækhjul,Max påhæng,Tank,Km/l,0 - 100 km/t,Tophastighed,Vægt,Lasteevne,Airbags,Grøn Ejerafgift,Nypris,Nummerplade,Make
125,125,115,Benzin,,Automatisk,1997,284000,"Caravelle 2,5 Supervan",9900,/vwcaravelle25supervan/id880029,,blå,01011997,5,5,,,,,,,,,,,,,,VW
126,126,150,Diesel,Stationcar,,2019,55000,"Astra 1,6 CDTi 150 Innovation ST",214214,/opelastra16cdti150innovationst/id880025,,rød,01012019,5,6,4,Forhjul,1650,,"21,6",,220,1506,494,,4380,,,Opel
127,127,141,Hybrid,,,2020,10,"Kona 1,6 GDI Essential DCT 141HK 5d 6g Aut.",448015,/hyundaikona16gdiessentialdct141hk5d6gaut/id880030,,phantom,,,,4,,,,"25,6",,,,,,,,,Hyundai
128,128,150,Benzin,,,2007,178000,"FR-V 2,0 Executive Van",44400,/hondafrv20executivevan/id880027,,sort,01012007,5,6,4,,1500,,,,195,1417,,,,,,Honda
129,129,67,Benzin,,,2020,9000,"i10 1,0 Advanced 67HK 5d",118000,/hyundaii1010advanced67hk5d/id880028,,polar,,,,3,,,,"26,8",,,,,,,,,Hyundai
130,130,110,Diesel,SUV,,2015,95000,"Kadjar 1,5 dCi 110 Zen",149900,/renaultkadjar15dci110zen/id880022,,sort,01102015,5,6,4,,1350,,,,182,1355,,,,,,Renault
131,131,120,Benzin,Stationcar,,2017,27000,"Ceed 1,0 T-GDi GT-Line Limited SW",188500,/kiaceed10tgdigtlinelimitedsw/id880017,,sort,01042018,5,6,3,Forhjul,1200,53,"19,2",11,187,1254,566,,1780,,,Kia
132,132,100,Benzin,,,2020,9000,"i20 1,0 T-GDI Essential DCT 100HK 5d 7g Aut.",199995,/hyundaii2010tgdiessentialdct100hk5d7gaut/id880023,,aurora,,,,3,,,,"23,9",,,,,,,,,Hyundai
133,133,140,Benzin,,,2020,2000,"Qashqai 1,3 Dig-T Visia 140HK 5d 6g",204900,/nissanqashqai13digtvisia140hk5d6g/id880021,,white,,,,4,,,,"20,8",,,,,,,,,Nissan
134,134,90,Diesel,Stationcar,,2008,321000,"207 1,6 HDi 90 Comfort+ SW",6900,/peugeot20716hdi90comfortplussw/id880015,13062019,sort,01072008,5,5,4,Forhjul,940,50,"22,2",12,182,1177,483,,4880,,,Peugeot
135,135,117,Benzin,SUV,,2012,133000,"Qashqai 1,6 Tekna",94900,/nissanqashqai16tekna/id880019,,sort,01052012,5,5,4,,1200,,,,181,1210,,,,,,Nissan
136,136,90,Diesel,Stationcar,Manuel,2014,114000,"Ceed 1,4 CRDi 90 Limited SW",79400,/kiaceed14crdi90limitedsw/id880143,,Hvid,02122013,5,6,4,Forhjul,1500,53,"23,8","13,9",170,1475,435,6,3020,239997,,Kia
137,137,116,Diesel,Hatchback,,2018,43000,"A180 d 1,5 Business Progressive Line aut.",284900,/mercedesa180d15businessprogressivelineaut/id880014,,hvid,01052018,5,7,4,Forhjul,1400,43,"26,2",10,202,1445,490,,3260,,,Mercedes
138,138,170,Diesel,,,2016,100000,"Transit 350L 2,0 Ford Transit 350 L2H2 2,0 TDCi Trend 170HK Van 6g",99900,/fordtransit350l20fordtransit350l2h220tdcitrend170hkvan6g/id880016,,black,,,,4,,,,"15,6",,,,,,,,,Ford
139,139,136,Diesel,Stationcar,,2017,66000,"Ceed 1,6 CRDi 136 GT-Line Limited SW",168500,/kiaceed16crdi136gtlinelimitedsw/id880011,,sølv,01092017,5,6,4,Forhjul,1500,53,"25,6",10,194,1332,588,,2180,,,Kia
140,140,140,Benzin,Hatchback,,2010,153000,Astra T 140 Sport,64800,/opelastrat140sport/id880012,,sort,,5,,,,,,"16,9",,,,,,1880,,,Opel
141,141,110,Benzin,,,2007,172000,"C4 1,6 i 16V Advance 110HK 5d",14900,/citroenc416i16vadvance110hk5d/id880013,,sølv,23052006,5,,4,,,,"14,1",,,,,,3740,,,Citroën
142,142,170,Diesel,SUV,Automatisk,2016,97000,GLA220 d AMG Line aut. 4-M,319800,/mercedesgla220damglineaut4m/id880010,,,,5,,,,,,"20,8",,,,,,3880,,,Mercedes
143,143,136,Diesel,Stationcar,,2017,98000,"Astra 1,6 CDTi 136 Dynamic ST",174741,/opelastra16cdti136dynamicst/id880008,,sort,01022017,5,6,4,Forhjul,1300,56,"25,6",10,200,1503,372,,2180,,,Opel
144,144,170,Diesel,SUV,Automatisk,2017,93000,GLC220 d aut. 4-M,489800,/mercedesglc220daut4m/id880007,,sort,,5,,,,,,20,,,,,,4680,,,Mercedes
145,145,170,Diesel,Stationcar,Automatisk,2017,55000,C220 d Avantgarde stc. aut.,319800,/mercedesc220davantgardestcaut/id880003,,,,5,,,,,,"22,7",,,,,,3020,,,Mercedes
146,146,,,,,2020,2000,Ceed,305997,/kiaceed/id880005,,deluxe,,,,,,,,"76,9",,,,,,,,,Kia
147,147,120,Diesel,Stationcar,,2017,110000,"Focus 1,5 TDCi 120 ST-Line stc. aut.",178500,/fordfocus15tdci120stlinestcaut/id880002,,hvid,01012018,5,6,4,Forhjul,1200,53,"26,3",11,193,1288,737,,3260,,,Ford
148,148,,,,,2021,0,Ceed,320996,/kiaceed/id880004,,deluxe,,,,,,,,"47,1",,,,,,,,,Kia
149,149,69,Benzin,Hatchback,,2010,182000,Ka SE,19800,/fordkase/id880001,,sort,,3,,,,,,"19,6",,,,,,1280,,,Ford
150,150,125,Benzin,MPV,,2011,118000,"Grand C-Max 1,6 Ford Grand C-MAX Ti-VCT 125 Trend",104567,/fordgrandcmax16fordgrandcmaxtivct125trend/id879998,20052019,gråkoks,01052011,5,5,4,Forhjul,750,60,"14,5",12,185,1377,758,,3140,,,Ford
151,151,,Benzin,,Manuel,2018,40000,Fiesta EcoBoost ST-Line Start/Stop 100HK 5d 6g,159900,/fordfiestaecobooststlinestartstop100hk5d6g/id880000,,sølvmetal,,,,,,,,"20,4",,,,,,,,,Ford
152,152,245,Diesel,Stationcar,,2014,165000,"A 6 3,0 Audi A6 TDi 245 S-line Avant quat Tipt",275000,/audia630audia6tdi245slineavantquattipt/id879999,22012020,hvid,01012014,5,8,6,4x4,2000,75,"16,9",6,243,1790,535,,6380,,,Audi
153,153,60,Benzin,,,2013,143000,"Mii 1,0 Style 60HK 5d",49900,/seatmii10style60hk5d/id879997,,hvid,14032013,5,,3,,,,"24,4",,,,,,660,,,Seat
154,154,150,Diesel,Hatchback,,2015,134000,"A3 2,0 TDi 150 Ambiente SB",174850,/audia320tdi150ambientesb/id879992,19062019,hvid,01072015,5,6,4,Forhjul,1600,50,"24,4",9,216,1305,585,,3020,,,Audi
155,155,95,Diesel,Hatchback,,2014,183000,"Corsa 1,3 CDTi 95 Cosmo eco",44800,/opelcorsa13cdti95cosmoeco/id879996,11042019,sort,01042014,5,5,4,Forhjul,500,45,"30,3",13,172,1199,436,,1220,,,Opel
156,156,85,Benzin,,,2013,142000,"Rio 1,2 Motion 85HK 5d",52900,/kiario12motion85hk5d/id879995,,hvid,12092012,5,,4,,,,"21,3",,,,,,660,,,Kia
157,157,110,Benzin,,,2017,30000,"C3 1,2 PureTech Extravaganza start/stop 110HK 5d",114900,/citroenc312puretechextravaganzastartstop110hk5d/id879993,,rød,,,,3,,,,"21,7",,,,,,,,,Citroën
158,158,199,Benzin,Mellem,Manuel,2008,213000,"9-3 2,0",75000,/saab9320/id827938,30102018,,,,,,,,,,,,,,,,,,Saab
159,159,150,Diesel,MPV,Automatisk,2014,198000,"Grand C4 Picasso 2,0 e-HDi 150 Intensive aut.",134400,/citroengrandc4picasso20ehdi150intensiveaut/id880142,,Sortmetal,30042014,5,6,4,Forhjul,1300,60,"22,2","10,2",207,1710,570,7,3880,399991,,Citroën
160,160,75,Diesel,Hatchback,Manuel,2009,142000,"Ka 1,3 TDCi Ambiente",12800,/fordka13tdciambiente/id880137,,,13052009,3,5,4,Forhjul,,35,"23,8","13,1",161,955,460,6,3020,130500,,Ford
161,161,69,Benzin,Hatchback,Manuel,2015,128000,"Ka 1,2 Trend+",29800,/fordka12trendplus/id880136,,,31032015,3,5,4,Forhjul,,35,"20,4","13,1",159,840,510,6,660,76689,,Ford
162,162,82,Benzin,Hatchback,Automatisk,2014,145000,"C3 1,2 PT 82 Seduction ETG",64999,/citroenc312pt82seductionetg/id879980,,Hvid,02022014,5,5,3,Forhjul,,50,"24,4","14,4",176,955,586,6,660,154988,,Citroën
163,163,85,Diesel,Varevogn,Manuel,2007,152000,"Transporter 1,9 TDi 85 Kassevogn kort",26999,/vwtransporter19tdi85kassevognkort/id879979,,Hvid,20042007,4,5,4,Forhjul,2200,80,,,,1900,1100,1,,,,VW
164,164,115,Diesel,Hatchback,Manuel,2008,188000,"Ceed 1,6 CRDi Active",17800,/kiaceed16crdiactive/id879961,,,22122008,5,5,4,Forhjul,1400,53,"21,3","11,5",188,1291,529,6,4880,216395,,Kia
165,165,287,El,Sedan,Automatisk,2019,24500,"Model 3 2,7 Long Range RWD",354000,/teslamodel327longrangerwd/id854928,,,,,,,,,,,,,,,,,,,Tesla
166,166,109,Diesel,Stationcar,Manuel,2007,190000,"C5 1,6 HDi Elegance Weekend",34500,/citroenc516hdieleganceweekend/id879960,,,02012007,5,5,4,Forhjul,1200,66,"18,2","11,3",187,1425,625,7,6540,344610,,Citroën
167,167,60,Benzin,Hatchback,Manuel,2008,219000,"Corsa 1,0 12V Enjoy",9900,/opelcorsa1012venjoy/id879974,,,01022008,3,5,3,Forhjul,,45,"17,9","18,2",150,1100,445,6,1880,135950,,Opel
168,168,60,Benzin,Hatchback,Manuel,2008,226000,"Panda 1,2 Flora",9900,/fiatpanda12flora/id879977,,Blå,19052008,5,5,4,Forhjul,800,35,"18,2",14,155,835,470,6,1280,116297,,Fiat
169,169,150,Benzin,Stationcar,Automatisk,2004,343000,"9-5 2,0 T Linear Estate aut.",9900,/saab9520tlinearestateaut/id879976,,Champagnemetal,28052004,5,5,4,Forhjul,,75,"9,4","12,5",205,1550,600,4,8020,475000,,Saab
170,170,150,Benzin,Sedan,Automatisk,2018,48000,"Passat 1,4 TSi 150 Highline Premium DSG",279895,/vwpassat14tsi150highlinepremiumdsg/id879973,,Gråmetal,18112017,4,7,4,Forhjul,1900,66,"19,6","8,4",220,1413,557,6,1780,,,VW
171,171,100,Diesel,Hatchback,Manuel,2015,140000,"C4 Cactus 1,6 BlueHDi 100 Feel Van",47500,/citroenc4cactus16bluehdi100feelvan/id879975,,Hvid,26022015,5,5,4,Forhjul,870,50,"32,3","10,7",184,1070,540,6,260,124988,,Citroën
172,172,150,Benzin,Stationcar,Automatisk,2018,72000,"Octavia 1,5 TSi 150 Style Combi DSG",234900,/skodaoctavia15tsi150stylecombidsg/id879971,,Koksmetal,08052018,5,7,4,Forhjul,1500,50,"20,4",,218,1307,570,9,1160,289999,,Skoda
173,173,117,Diesel,Varevogn,,2007,260000,"HiAce 2,5 4 x 4 lang model",49000,/toyotahiace254x4langmodel/id854840,12032020,,,,,,,,,,,,,,,,,,Toyota
174,174,90,Benzin,Hatchback,Manuel,2014,82000,"Clio IV 0,9 TCe 90 Expression",74900,/renaultclioiv09tce90expression/id879970,,Hvid,08052014,5,5,3,Forhjul,1200,45,"22,2","12,2",182,984,604,4,660,172401,,Renault
175,175,65,Benzin,Hatchback,Manuel,2009,150000,"Picanto 1,1 Active",24800,/kiapicanto11active/id879978,,Gråmetal,25052009,5,5,4,Forhjul,700,35,20,"15,1",154,861,489,4,660,109999,,Kia
176,176,105,Benzin,Stationcar,Manuel,2017,37000,"Astra 1,0 T 105 Enjoy ST",154900,/opelastra10t105enjoyst/id879969,,Koksmetal,29062017,5,5,3,Forhjul,1150,48,"23,3","11,7",195,1288,492,6,660,232000,,Opel
177,177,136,Benzin,Hatchback,Automatisk,2019,14000,"Cooper 1,5 136 aut.",254900,/minicooper15136aut/id879968,,Sortmetal,05072019,3,7,3,Forhjul,,40,"21,3","7,8",210,1110,485,,1160,,,Mini
178,178,150,Benzin,Stationcar,Automatisk,2018,81000,"Passat 1,4 TSi 150 Highl. Prem. Vari. DSG",284895,/vwpassat14tsi150highlpremvaridsg/id879972,,Gråmetal,22022018,5,7,4,Forhjul,1600,66,"19,6","8,6",218,1453,487,6,1780,,,VW
179,179,146,Benzin,MPV,Manuel,2010,168000,"5 2,0 Touring 7prs",[,/mazda520touring7prs/id879983,,Sølvmetal,19012010,5,6,4,Forhjul,1400,60,"12,7","10,2",194,1400,700,6,4360,,,Mazda
180,180,127,Benzin,Stationcar,Manuel,2009,169000,"Ceed 1,6 CVVT Active SW",39900,/kiaceed16cvvtactivesw/id879967,,Sort,14082009,5,5,4,Forhjul,1200,53,"16,1","10,9",192,1239,581,6,2520,224992,,Kia
181,181,125,Benzin,Hatchback,Manuel,2019,14000,"Focus 1,0 EcoBoost Titanium Business",199900,/fordfocus10ecoboosttitaniumbusiness/id879966,,Sort,15072019,5,6,3,Forhjul,1100,52,"22,9",10,199,1322,533,6,1080,235228,,Ford
182,182,125,Benzin,Hatchback,Manuel,2019,32000,"Focus 1,0 EcoBoost Titanium Business",189900,/fordfocus10ecoboosttitaniumbusiness/id879965,,Koksmetal,15072019,5,6,3,Forhjul,1100,52,"22,9",10,199,1322,533,6,1080,235228,,Ford
183,183,150,Diesel,SUV,Automatisk,2017,145000,"Tiguan 2,0 TDi 150 Comfortline DSG",279900,/vwtiguan20tdi150comfortlinedsg/id879964,,Koksmetal,03072017,5,7,4,Forhjul,2000,58,"20,8","9,3",202,1515,555,7,3880,393993,,VW
184,184,135,Benzin,Stationcar,Manuel,2013,228000,"Ceed 1,6 GDi Active+ SW",[,/kiaceed16gdiactiveplussw/id879938,,Brunmetal,23082013,5,6,4,Forhjul,1400,53,"16,9","10,2",192,1381,439,6,1880,240000,,Kia
185,185,90,Diesel,Hatchback,Manuel,2017,59000,"Clio IV 1,5 dCi 90 Zen",99900,/renaultclioiv15dci90zen/id879963,,Rødmetal,30062017,5,5,4,Forhjul,1200,45,"31,3",12,180,1065,593,4,1220,173479,,Renault
186,186,109,Diesel,Hatchback,Manuel,2016,139000,"A180 d 1,5",174900,/mercedesa180d15/id879962,,Sort,01082016,5,6,4,Forhjul,1200,50,27,"11,3",190,1295,665,7,2180,324005,,Mercedes
187,187,150,Benzin,Stationcar,Automatisk,2018,69000,"Passat 1,4 TSi 150 Comfort Prem. Vari DSG",269895,/vwpassat14tsi150comfortpremvaridsg/id879900,,Koksmetal,01032018,5,7,4,Forhjul,1600,66,"19,6","8,6",218,1453,487,6,1780,,,VW
188,188,141,Diesel,Sedan,Automatisk,2016,57000,"i40 1,7 CRDi 141 Trend DCT",199900,/hyundaii4017crdi141trenddct/id879895,,Koksmetal,14012016,4,7,4,Forhjul,1500,70,"21,7","10,8",203,1661,439,7,3880,364995,,Hyundai
189,189,204,Diesel,Sedan,Automatisk,2019,50000,A6 TDi Sport S-tr.,489900,/audia6tdisportstr/id879894,,Koksmetal,01022019,4,7,4,Forhjul,2000,63,25,"8,1",246,1720,535,6,3260,,,Audi
190,190,150,Benzin,Stationcar,Automatisk,2018,39000,"Passat 1,4 TSi 150 Comfort Prem. Vari DSG",269895,/vwpassat14tsi150comfortpremvaridsg/id879899,,Mørkblåmetal,16112017,5,7,4,Forhjul,1600,66,"19,6","8,6",218,1453,487,6,1780,,,VW
191,191,69,Benzin,Hatchback,Manuel,2015,36000,"Yaris 1,0 VVT-i T2",99700,/toyotayaris10vvtit2/id879930,,,03022017,5,5,3,Forhjul,730,42,"23,3","15,3",155,955,495,7,660,143699,,Toyota
192,192,140,Benzin,MPV,Automatisk,2018,27000,"218i 1,5 Active Tourer aut.",269800,/bmw218i15activetoureraut/id879931,,Hvid,06062018,5,6,3,Forhjul,1300,51,19,"9,3",205,1360,575,6,1780,,,BMW
193,193,205,Benzin,SUV,Automatisk,2008,70000,"Cherokee 3,7 V6 Limited aut.",89000,/jeepcherokee37v6limitedaut/id879871,,,05122007,5,4,6,4x4,2800,74,"8,5","10,3",193,1910,630,6,9300,,,Jeep
194,194,130,Diesel,Varevogn,Manuel,2011,108000,"Ducato 33 2,3 MJT 130 Kassevogn L3H2",89900,/fiatducato3323mjt130kassevognl3h2/id879890,,Hvid,23122013,,6,,Forhjul,,90,"13,5",,,3300,,1,8940,263144,,Fiat
195,195,163,Benzin,Stationcar,Manuel,2004,220000,"A4 1,8 T 163 Avant",49800,/audia418t163avant/id879903,,Koksmetal,30092004,5,5,4,Forhjul,1400,70,"12,1","9,1",219,1425,550,6,4960,450662,,Audi
196,196,204,Diesel,Sedan,Automatisk,2011,141000,"E300 3,0 CDi Avantgarde aut. BE",229900,/mercedese30030cdiavantgardeautbe/id879914,,Gråmetal,24092010,4,7,6,Baghjul,2100,80,"14,5","7,9",240,1725,625,6,8100,,,Mercedes
197,197,120,Benzin,SUV,Automatisk,2016,85000,"CX-3 2,0 Sky-G 120 Optimum aut.",179500,/mazdacx320skyg120optimumaut/id879933,,,12052016,5,6,4,Forhjul,1200,48,"17,2","9,9",187,1198,532,6,1880,290998,,Mazda
198,198,140,Diesel,Stationcar,Manuel,2010,292000,"Passat 2,0 TDi 140 Trendl. Vari. BMT",[,/vwpassat20tdi140trendlvaribmt/id879869,,Sortmetal,30122010,5,6,4,Forhjul,1800,70,"21,7",10,210,1471,599,6,3880,401300,,VW
199,199,313,Diesel,SUV,Automatisk,2015,230000,"X5 3,0 xDrive40d aut.",Ring,/bmwx530xdrive40daut/id879932,,Brunmetal,19112014,5,8,6,4x4,3500,85,"16,1","5,9",236,2110,710,6,6380,1226400,,BMW
200,200,184,Diesel,Varevogn,Automatisk,2013,219000,"X3 2,0 xDrive20d aut. Van",129000,/bmwx320xdrive20dautvan/id879870,,,26072012,5,8,4,4x4,2000,67,"17,9","8,5",210,1700,605,6,5540,441141,,BMW
201,201,313,Diesel,Varevogn,Automatisk,2017,64000,"X6 3,0 xDrive40d aut. Van",599900,/bmwx630xdrive40dautvan/id879878,,Sortmetal,26102017,5,8,6,4x4,2700,85,"16,1","5,8",240,2080,740,,6380,,,BMW
202,202,150,Benzin,Varevogn,Automatisk,2014,52000,"Sharan 1,4 TSi 150 Highline DSG BMT Van",159800,/vwsharan14tsi150highlinedsgbmtvan/id879929,,Rød,22052014,5,6,4,Forhjul,1800,70,"13,2","10,7",197,1623,827,9,4360,360410,,VW
203,203,125,Benzin,Hatchback,Automatisk,2018,40000,"Toledo 1,4 TSi 125 Style DSG",169900,/seattoledo14tsi125styledsg/id879948,,Sortmetal,09112018,5,7,4,Forhjul,1200,55,"20,4",9,208,1236,,6,1160,198170,,Seat
204,204,163,Diesel,Stor,Manuel,2018,106000,"Movano 2,3 CDTi 163 Crew Cab L3",132800,/opelmovano23cdti163crewcabl3/id879910,,,01012018,,6,,,,,"11,6",,,3500,,1,11480,315811,,Opel
205,205,141,Benzin,Hatchback,Automatisk,2020,3000,"Niro 1,6 PHEV Advance DCT",Ring,/kianiro16phevadvancedct/id879934,,Sortmetal,14102020,5,6,4,Forhjul,1300,45,"44,2","10,8",172,1480,520,6,780,274920,,Kia
206,206,194,Diesel,Sedan,Automatisk,2017,109000,"E220 d 2,0 AMG Line aut.",2995,/mercedese220d20amglineaut/id879902,,Hvid,24052017,4,9,4,Baghjul,2100,50,"23,3","7,3",240,1680,640,7,3020,,,Mercedes
207,207,122,Benzin,Hatchback,Manuel,2014,93000,"Golf VII 1,4 TSi 122 Comfortline BMT",120000,/vwgolfvii14tsi122comfortlinebmt/id879941,,Sølvmetal,06122013,5,6,4,Forhjul,1400,50,"18,9","9,3",203,1225,585,7,1280,293496,,VW
208,208,105,Benzin,Hatchback,Manuel,2010,98000,"Punto Evo 1,4 M-Air 105 Dynamic",47900,/fiatpuntoevo14mair105dynamic/id879873,,,17122010,5,6,4,Forhjul,1000,45,"17,5","10,8",185,1050,585,7,1880,182990,,Fiat
209,209,105,Diesel,Sedan,Manuel,2011,141000,"Passat 1,6 TDi 105 Comfortline BMT",119800,/vwpassat16tdi105comfortlinebmt/id879923,,Grå,07022011,4,6,4,Forhjul,1400,70,"23,3","12,2",195,1399,641,6,3020,371398,,VW
210,210,105,Benzin,Stationcar,Manuel,2018,39000,"Astra 1,0 T 105 Enjoy ST",159900,/opelastra10t105enjoyst/id879893,,Mørkblåmetal,29082018,5,5,3,Forhjul,1150,48,"22,2","11,7",195,1188,592,6,1080,215001,,Opel
211,211,204,El,Hatchback,Automatisk,2020,2000,ID.3 1ST Max,399900,/vwid31stmax/id879840,,Hvidmetal,07102020,5,1,,Baghjul,,,"68,6","7,3",160,1794,466,7,660,397915,,VW
212,212,194,Diesel,Stationcar,Automatisk,2017,216000,"E220 d 2,0 Avantgarde stc. aut.",[,/mercedese220d20avantgardestcaut/id879876,,Sort,09082017,5,9,4,Baghjul,2100,66,"23,8","7,7",235,1680,770,7,3020,,,Mercedes
213,213,194,Diesel,Sedan,Automatisk,2017,104000,"E220 d 2,0 Avantgarde aut.",359900,/mercedese220d20avantgardeaut/id879907,,Sortmetal,23122016,4,9,4,Baghjul,2100,50,"25,6","7,3",240,1680,640,7,2180,,,Mercedes
214,214,150,Diesel,Stationcar,Automatisk,2018,109000,"Passat 2,0 TDi 150 Comfortl. Vari. DSG",239900,/vwpassat20tdi150comfortlvaridsg/id879905,,Blåmetal,10112017,5,6,4,Forhjul,2000,66,"22,2","8,9",216,1541,479,6,4380,454598,,VW
215,215,170,Diesel,Stationcar,Automatisk,2017,53000,"C220 d 2,2 AMG Line stc. aut. 4-M",399900,/mercedesc220d22amglinestcaut4m/id879892,,Hvid,14062017,5,9,4,4x4,1800,41,"20,4","7,7",225,1695,575,7,5180,,,Mercedes
216,216,170,Diesel,Stationcar,Automatisk,2017,53000,"C220 d 2,2 AMG Line stc. aut. 4-M",2709,/mercedesc220d22amglinestcaut4m/id879891,,Hvid,14062017,5,9,4,4x4,1800,41,"20,4","7,7",225,1695,575,7,5180,,,Mercedes
217,217,150,Benzin,Varevogn,Automatisk,2014,52000,"Alhambra 1,4 TSi 150 Style DSG eco Van",159800,/seatalhambra14tsi150styledsgecovan/id879928,,Rød,22052014,5,6,4,Forhjul,1800,70,"13,2","9,9",199,1642,858,7,4360,323202,,Seat
218,218,122,Benzin,Stationcar,Automatisk,2014,121000,"Golf VII 1,4 TSi 122 Comfortl. Vari. DSG BM",149900,/vwgolfvii14tsi122comfortlvaridsgbm/id879924,,,26032014,5,7,4,Forhjul,1400,50,"19,6","9,7",204,1250,560,7,1280,333499,,VW
219,219,125,Benzin,Hatchback,Manuel,2015,125000,"Fiesta 1,0 EcoBoost Titanium X",79900,/fordfiesta10ecoboosttitaniumx/id879872,,,25082015,5,5,3,Forhjul,900,42,"23,3","9,4",196,954,601,7,660,165968,,Ford
220,220,90,Benzin,Hatchback,Manuel,2018,65000,"Corsa 1,4 16V Sport",114800,/opelcorsa1416vsport/id879925,,Sølvmetal,16082018,5,5,4,Forhjul,800,45,20,"13,2",175,1063,602,6,1160,145001,,Opel
221,221,258,Diesel,SUV,Automatisk,2017,92000,"GLE350 d 3,0 AMG Line Coupé aut. 4-M",3995,/mercedesgle350d30amglinecoupeaut4m/id879901,,Sort,30062017,5,9,6,4x4,2900,93,"13,9",7,226,2250,650,7,8940,,,Mercedes
222,222,115,Diesel,MPV,Automatisk,2017,105000,"Touran 1,6 TDi 115 Sound DSG",229900,/vwtouran16tdi115sounddsg/id879904,,Beigemetal,04102017,5,7,4,Forhjul,1500,58,"22,7","11,4",190,1615,585,7,3520,,,VW
223,223,68,Benzin,Hatchback,Manuel,2013,113000,"Aygo 1,0 VVT-i Red&Black",36500,/toyotaaygo10vvtiredblack/id879874,,,18102013,5,5,3,Forhjul,,35,"23,3","14,2",157,780,410,8,660,139997,,Toyota
224,224,125,Benzin,Stationcar,Manuel,2017,4000,"Focus 1,0 SCTi 125 Titanium stc.",[,/fordfocus10scti125titaniumstc/id879804,,Koksmetal,25082017,5,6,3,Forhjul,1200,55,"20,8","11,2",193,1218,682,6,660,274938,,Ford
225,225,160,Benzin,SUV,Automatisk,2019,2000,"Qashqai 1,3 Dig-T 160 Tekna DCT",314900,/nissanqashqai13digt160teknadct/id879927,,Sortmetal,30072020,5,7,4,Forhjul,1500,55,"20,4","9,9",198,1315,570,6,1160,353209,,Nissan
226,226,190,Diesel,Varevogn,Automatisk,2012,176000,"Rover Range Rover evoque 2,2 SD4 Dynamic Coupé aut. Van",199900,/landroverrangeroverevoque22sd4dynamiccoupeautvan/id879889,,Hvid,06022012,3,6,4,4x4,1800,60,"15,6","8,5",195,1620,730,7,7220,570502,,Land
227,227,298,Benzin,Sedan,Automatisk,2009,103000,"XF 4,2 Premium Luxury aut.",199900,/jaguarxf42premiumluxuryaut/id879888,,Sort,31102008,4,6,8,Baghjul,1850,70,9,"6,5",250,1749,521,6,9300,1145000,,Jaguar
228,228,68,Benzin,Hatchback,Manuel,2009,141000,C1,22900,/citroenc1/id879821,,Rød,31082009,5,5,3,Forhjul,,35,"22,2","13,7",157,800,380,4,660,,,Citroën
229,229,55,Diesel,4x4,Manuel,2021,6666,"124 Spider 0,5 Bb",66666,/abarth124spider05bb/id827856,01012019,,,,,,,,,,,,,,,,,,Abarth
230,230,305,Benzin,Hatchback,Manuel,2009,147000,"Focus 2,5 RS Van",199900,/fordfocus25rsvan/id879887,,Grøn,11092009,3,6,5,Forhjul,,55,"10,6","5,9",263,1367,493,4,6200,345467,,Ford
231,231,105,Benzin,Hatchback,Manuel,2015,147000,"Rapid 1,2 TSi 105 Ambition GreenTec",88888,/skodarapid12tsi105ambitiongreentec/id879912,,Hvid,17022015,5,6,4,Forhjul,1100,55,20,"10,3",195,1175,460,6,660,186478,,Skoda
232,232,140,Benzin,Stationcar,Manuel,2014,150000,"Octavia 1,4 TSi 140 Ambition Combi",109900,/skodaoctavia14tsi140ambitioncombi/id879909,,Sortmetal,28032014,5,6,4,Forhjul,1500,50,"18,9","8,5",212,1172,670,9,1280,266001,,Skoda
233,233,118,Benzin,Stationcar,Manuel,2000,400000,"318i 1,9 Touring",9800,/bmw318i19touring/id879880,,,07122000,5,5,4,Baghjul,1400,63,"12,3","10,9",213,1300,575,6,4960,353500,,BMW
234,234,225,Benzin,Hatchback,Manuel,2006,143000,"Focus 2,5 ST",119900,/fordfocus25st/id879886,,Sort,31052006,3,6,5,Forhjul,,55,"10,8","6,8",241,1262,628,6,6200,404000,,Ford
235,235,129,Benzin,Sedan,Manuel,2007,71000,"Avensis 1,8 VVT-i Sol",70000,/toyotaavensis18vvtisol/id879805,,Champagnemetal,05112007,4,5,4,Forhjul,1300,,"13,9","10,3",200,1257,563,7,3740,345000,,Toyota
236,236,240,Diesel,Varevogn,Automatisk,2010,337000,"Q5 3,0 TDi 240 quattro S-tr. Van",99000,/audiq530tdi240quattrostrvan/id879868,,Sortmetal,08112010,5,7,6,4x4,2000,75,"13,3","6,5",225,1865,580,8,8940,462403,,Audi
237,237,255,Benzin,Sedan,Automatisk,2006,263000,"A6 3,1",85000,/audia631/id879648,20082020,,,,,,,,,,,,,,,,,BD,Audi
238,238,102,Benzin,Sedan,Manuel,2000,245000,"316i 1,6",19800,/bmw316i16/id879879,,,25052000,4,5,,Baghjul,,,"12,8",,,1225,550,,4360,,,BMW
239,239,163,Diesel,Varevogn,Manuel,2014,178000,"Crafter 2,0 TDi 163 Mandskabvogn m/lad",99900,/vwcrafter20tdi163mandskabvognmlad/id879810,,Hvid,26022014,4,6,,,,,"11,5",,,,,,11480,,,VW
