Årgang,Farve,Vægt,Tophastighed,Sidst synet,Trækhjul,Kilometer,Nypris,Cylindre,Tank,0 - 100 km/t,Airbags,Grøn Ejerafgift,Lasteevne,Model,Gearkasse,Nummerplade,Hestekræfter,Biltype,Max. påhæng,Pris,Registreringsdato,Antal døre,Km/l,Brændstoftype,Antal gear
2019,sølvmetal,,,,,7.500,,,,,,,,VW UP! el EL 82HK 5d Aut.,Automatisk,,,,,139.800,,,,El,
2020,gråmetal,,,,,12.900,,,,,,,,VW Passat TSI GTE Plus DSG 218HK 6g Aut.,,,,,,389.900,,,"66,7",Hybrid,
2019,hvid,,,,,27.000,,,,,,,,VW Polo TSI Comfortline DSG 95HK 5d 7g Aut.,Automatisk,,,,,188.800,,,"23,4",Benzin,
2018,hvid,,,,,13.900,,,,,,,,VW UP! el EL 82HK 5d Aut.,Automatisk,,,,,129.900,,,,El,
2015,koksgrå,,,,,171.000,,,,,,,,Tesla Model S P90D el EL AWD 469HK 5d Aut.,,,,,,459.900,,,"42,4",El,
2016,gråmetal,,,,,58.000,,,,,,,,Tesla Model S 75D el EL AWD 333HK 5d Aut.,,,,,,499.900,,,,El,
2019,sort,,,,,90.900,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Trinl. Gear,,,,,,379.900,,,,El,
2019,sort,,,,,30.900,,,,,,,,Tesla Model 3 75 el EL Long Range FSD AWD 351HK,,,,,,444.900,,,,El,
2019,gråmetal,,,,,46.900,,,,,,,,Tesla Model 3 75 el EL Long Range FSD AWD 351HK,,,,,,434.900,,,,El,
2019,hvid,,,,,15.900,,,,,,,,Tesla Model 3 60 el EL Plus 306HK Aut.,,,,,,359.800,,,,El,
2019,hvid,,,,,47.900,,,,,,,,Tesla Model 3 P75 el EL Performance FSD AWD 450HK,,,,,,499.900,,,,El,
2020,blå,,,,,19.900,,,,,,,,Tesla Model 3 60 el EL Plus 306HK Aut.,,,,,,364.900,,,,El,
2019,sort,,,,,41.900,,,,,,,,Tesla Model 3 P75 el EL Long Range 287HK Aut.,,,,,,399.900,,,,El,
2020,hvid,,,,,17.900,,,,,,,,Tesla Model 3 75 el EL Long Range FSD AWD 351HK,,,,,,464.900,,,,El,
2019,hvid,,,,,29.900,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Trinl. Gear,,,,,,424.800,,,,El,
2019,sort,,,,,44.900,,,,,,,,Tesla Model 3 P75 el EL Long Range 287HK Aut.,,,,,,414.900,,,,El,
2019,gråmetal,,,,,39.500,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Trinl. Gear,,,,,,414.900,,,,El,
2019,gråmetal,,,,,21.900,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Aut.,,,,,,429.900,,,,El,
2019,sort,,,,,28.000,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Aut.,,,,,,419.900,,,,El,
2019,hvid,,,,,31.000,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Aut.,,,,,,424.900,,,,El,
2019,rød,,,,,19.000,,,,,,,,Tesla Model 3 P75 el EL Performance AWD 450HK Aut.,,,,,,519.900,,,,El,
2020,hvid,,,,,15.900,,,,,,,,Tesla Model 3 P75 el EL Performance AWD 450HK Trinl. Gear,,,,,,499.900,,,,El,
2019,sort,,,,,40.900,,,,,,,,Tesla Model 3 60 el EL Plus 306HK Aut.,,,,,,359.900,,,,El,
2019,hvid,,,,,14.750,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Aut.,,,,,,424.900,,,,El,
2019,hvid,,,,,57.900,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Aut.,,,,,,439.800,,,,El,
2019,sort,,,,,22.900,,,,,,,,Tesla Model 3 75 el EL Long Range AWD 351HK Aut.,,,,,,454.900,,,,El,
2019,hvid,,,,,39.900,,,,,,,,Tesla Model 3 P75 el EL Performance AWD 450HK Aut.,,,,,,509.900,,,,El,
2019,hvid,,,,,22.900,,,,,,,,Tesla Model 3 P75 el EL Performance AWD 450HK Aut.,,,,,,459.800,,,,El,
2020,hvid,,,,,4.900,,,,,,,,Peugeot 3008 PureTech GT Premium AWD EAT8 300HK 8g Aut.,Automatisk,,,,,399.900,,,"76,9",Hybrid,
2019,darkmoon,,,,,69.000,,,,,,,,"Opel Zafira Tour 2,0 CDTI Enjoy 170HK 6g Aut.",Automatisk,,,,,239.900,,,"15,9",Diesel,
2012,carbon,,,,,102.500,,,,,,,,Opel Insignia CDTI EcoFlex 130HK Stc,Manuel,,,,,104.800,,,"19,6",Diesel,
2013,carbon,,,,,118.000,,,,,,,,"Opel Insignia Sports Tourer 2,0 ECO CDTI Edition 130HK Stc 6g",Manuel,,,,,94.800,,,"22,2",Diesel,
2016,hvid,,,,,56.000,,,,,,,,Opel Cascada Turbo Cosmo 170HK Cabr. 6g Aut.,Automatisk,,,,,299.800,,,"13,7",Benzin,
2011,koksgrå,,,,,130.000,,,,,,,,Opel Astra Turbo Sport 140HK 5d 6g,Manuel,,,,,68.800,,,"16,9",Benzin,
2016,carbon,,,,,36.000,,,,,,,,Opel Astra CDTI Dynamic 136HK 5d 6g,Manuel,,,,,199.900,,,"25,6",Diesel,
2012,sovereign,,,,,101.000,,,,,,,,"Opel Astra Wagon 1,7 CDTI 110HK Stc 6g",Manuel,,,,,89.800,,,"22,2",Diesel,
2019,sort,,,,,34.900,,,,,,,,Mitsubishi Outlander PHEV Instyle 4WD 224HK 5d 6g Trinl. Gear,Automatisk,,,,,359.900,,,"62,5",Hybrid,
2019,gråmetal,,,,,31.900,,,,,,,,Mitsubishi Outlander PHEV Intense 4WD 224HK 5d 6g Trinl. Gear,Automatisk,,,,,354.900,,,"62,5",Hybrid,
2019,ruby,,,,,28.000,,,,,,,,Mitsubishi Outlander PHEV Instyle 4WD 224HK 5d 6g Trinl. Gear,Automatisk,,,,,364.900,,,"62,5",Hybrid,
2014,mountain,,,,,80.000,,,,,,,,Mercedes GLA220 d CDI AMG Line 7G-DCT 170HK 5d 7g Aut.,Automatisk,,,,,309.800,,,"21,7",Diesel,
2019,sølvmetal,,,,,24.000,,,,,,,,Mercedes EQC400 Mercedes EQC 400 el EL 4-Matic 408HK 5d Aut.,,,,,,664.900,,,,El,
2020,sølvmetal,,,,,21.000,,,,,,,,Kia e-Soul el EL Advance 204HK 5d Aut.,Automatisk,,,,,299.900,,,,El,
2020,gråmetal,,,,,14.900,,,,,,,,Kia e-Niro el EL Comfort 204HK 5d Aut.,Automatisk,,,,,298.800,,,,El,
2018,beigemetal,,,,,13.000,,,,,,,,Kia Picanto MPI Vision 67HK 5d,Manuel,,,,,109.900,,,25,Benzin,
2020,blåmetal,,,,,8.900,,,,,,,,Kia Niro GDI PHEV Advance DCT 141HK 5d 6g Aut.,,,,,,288.800,,,"76,9",Hybrid,
2020,gråmetal,,,,,14.900,,,,,,,,Kia Niro GDI PHEV Advance Plus DCT 141HK 5d 6g Aut.,,,,,,289.900,,,"71,4",Hybrid,
2019,blåmetal,,,,,12.900,,,,,,,,Kia Niro GDI PHEV Comfort DCT 141HK 5d 6g Aut.,,,,,,229.900,,,"71,4",Hybrid,
2019,hvid,,,,,8.900,,,,,,,,Kia Niro GDI PHEV Advance DCT 141HK 5d 6g Aut.,,,,,,249.900,,,"76,9",Hybrid,
2019,blåmetal,,,,,24.900,,,,,,,,Kia Niro GDI PHEV Advance DCT 141HK 5d 6g Aut.,,,,,,244.900,,,"76,9",Hybrid,
2020,deluxe,,,,,3.976,,,,,,,,"Kia Ceed SW 1,6 CRDI GT Line SW DCT 136HK Stc",Manuel,,,,,264.900,,,,Diesel,
2020,hvid,,,,,5.900,,,,,,,,"Kia Ceed SW 1,6 GDI PHEV Upgrade DCT 141HK Stc 6g Aut.",,,,,,264.800,,,"76,9",Hybrid,
2020,hvid,,,,,9.900,,,,,,,,Kia Niro GDI PHEV Advance DCT 141HK 5d 6g Aut.,,,,,,289.900,,,"71,4",Hybrid,
2020,hvid,,,,,2.900,,,,,,,,"Kia Ceed SW 1,6 GDI PHEV Upgrade DCT 141HK Stc 6g Aut.",Automatisk,,,,,269.800,,,"76,9",Hybrid,
2020,hvid,,,,,9.900,,,,,,,,Audi e-tron S Audi E-tron Sportback el EL S Line Prestige Quattro 408HK 5d Aut.,,,,,,899.900,,,,El,
2016,hvid,,,,,51.000,,,,,,,,Audi S3 TFSI Quat S Tron 300HK Cabr. 6g Aut.,,,,,,548.800,,,"14,9",Benzin,
2020,moonstone,,,,,1.000,,,,,,,,Opel Corsa Edition+ 75HK 5d,Manuel,,,,,149.900,,,,Benzin,
2016,hvid,,,,,80.000,,,,,,,,Skoda Octavia TSI Elegance 140HK 5d 6g,Manuel,,,,,142.080,,,"18,9",Benzin,
2020,quartz,,,,,1.000,,,,,,,,Opel Crossland X Sport 83HK 5d,Manuel,,,,,204.900,,,"23,9",Benzin,
2020,diamond,,,,,1.000,,,,,,,,Opel Crossland X T Sport Start/Stop 110HK 5d 6g,Manuel,,,,,219.900,,,"22,9",Benzin,
2020,diamond,,,,,1.000,,,,,,,,Opel Corsa Sport 75HK 5d,Manuel,,,,,174.900,,,"24,4",Benzin,
2017,asteroid,,,,,89.000,,,,,,,,Opel Astra Turbo ECOTEC DI Dynamic Start/Stop 150HK 5d 6g Aut.,Automatisk,,,,,178.800,,,"17,9",Benzin,
2020,hvid,,,,,9.900,,,,,,,,Audi e-tron S Audi E-tron Sportback el EL S Line Prestige Quattro 408HK 5d Aut.,,,,,,899.900,,,,El,
2019,cosmic,,,,,32.000,,,,,,,,Opel Astra Turbo ECOTEC Exclusive 150HK 5d 6g Aut.,,,,,,229.800,,,"19,3",Benzin,
2015,asteroid,,,,,83.500,,,,,,,,Opel Astra Turbo ECOTEC DI Enjoy Start/Stop 150HK 5d 6g,Manuel,,,,,148.800,,,"20,4",Benzin,
2012,,,,,4x4,135.000,,,,76,,,,Mercedes ML350 MercedesML350 4MATIC,,,306,,,2.499,,,"11,8",Benzin,
2020,sort,1.097,173,,,10.000,,3,,,,,,"Citroën C3 1,2 PT 82 Cool",,,82,Hatchback,450,124.900,01-04-2020,5,,Benzin,5
2016,sort,1.495,210,,,131.000,,4,,,,,,"Mazda 6 2,2 Sky-D 150 Core stc.",,,150,Stationcar,1.600,159.900,01-02-2017,5,,Diesel,6
2019,sortmetal,,,,,5.000,,3,,,,,,"Ford Focus 1,0 EcoBoost Titanium 125HK Stc 6g",,,125,,,218.995,,,"22,9",Benzin,
2019,hvid,1.847,233,,,22.000,,,,,,,,Tesla Model 3 Long Range AWD,,,351,Sedan,910,429.900,01-04-2019,4,,,1
2020,clear,,,,,0,,,,,,,,Kia e-Niro el EL Advance 204HK 5d Aut.,,,,,,371.900,,,"69,4",El,
2013,rød,829,171,,,82.000,,3,,,,,,"VW UP! 1,0 VW Up! 75 Move Up! BMT",,,75,Hatchback,,54.900,01-07-2012,3,,Benzin,5
2021,aurora,,,,,1.000,,,,,,,,Kia Picanto MPI GT-Line 67HK 5d,Manuel,,,,,149.900,,,"25,6",Benzin,
2017,grå,2.070,234,,,48.000,,6,,,,,,"Audi Q7 3,0 TDi 272 S-line quattro Tiptr.",,,272,SUV,2.700,849.900,01-05-2017,5,,Diesel,8
2017,brun,,,,,31.000,,3,,,,,,"Hyundai i10 1,0 Touch 66HK 5d",,,66,,,79.900,,,25,Benzin,
2016,,,180,,,38.270,,6,,"9,3",,,,Land Rover Discovery IV 3.0 SD V6 - 256 hk AWD Automatic,,,256,,,3.864,,,"12,5",Diesel,8
2020,grå,,,,,1.000,,,,,,,,Renault Clio TCE Intens EDC 130HK 5d 7g Aut.,Automatisk,,,,,194.900,,,"21,2",,
2019,hvid,,,,,18.000,,,,,,,,Opel Crossland X CDTI Impress Start/Stop 102HK 5d 6g,,,,,,189.900,,,"27,5",,
2019,koksmetallik,,,,,17.000,,,,,,,,Peugeot 3008 PureTech Strike 130HK 6g,,,,,,254.900,,,"21,2",,
2004,sort,,,,,45.000,,,,,,,,Smart Roadster 82HK Cabr. 6g Aut.,Automatisk,,,,,99.900,,,"19,6",,
2020,rødmetal,,,,,11,,,,,,,,Renault Clio TCE BLACK SHADOW 100HK 5d,,,,,,173.500,,,"23,3",,
2016,grå-koks,2.075,250,,,97.000,,6,,,,,,"Audi SQ5 3,0 TDi Competition quattro Tiptr.",,,326,SUV,2.400,559.900,01-08-2015,5,,Diesel,8
2016,sort,1.295,190,,,109.000,,4,,,,,,"Mercedes A180 d 1,5 Van",,,109,,1.200,109.900,01-04-2016,5,,Diesel,6
2013,sort,1.420,202,,,79.000,,4,,,,,,"Audi Q3 2,0 TDi 140 Van",,,140,,1.800,149.900,01-02-2013,5,,Diesel,6
2011,koksmetal,,,,,120.000,,,,,,,,"VW Golf VI 1,6 TDi 105 Highline Variant 5 dørs",,,,,,99.800,,,,Diesel,
2013,koksmetal,,,,,249.000,,,,,,,,"VW Passat 2,0 TDi 140 Trendl. Vari. BMT 5 dørs",,,,,,99.800,,,,Diesel,
2018,bronze,1.813,225,,Forhjul,51.000,,4,50,8,,920,437,"VW Passat 1,4 GTE Variant DSG",,,218,Stationcar,1.600,369.800,01-08-2018,5,"32,3",Benzin,6
2017,sort,,,,,52.500,,,,,,,,"Hyundai i20 1,25 Trend 84HK 5d",Manuel,,,,,109.800,,,"18,2",Benzin,
2019,koksmetal,,,,,65.000,,,,,,,,"VW Golf VII 1,5 TSi 150 Comfortline 5 dørs",,,,,,214.800,,,,Benzin,
2016,grå,1.845,222,,4x4,125.000,,4,50,8,,4.680,,"Mercedes GLC250 d 2,2 aut. 4-M",,,204,SUV,2.500,489.800,01-05-2016,5,20,Diesel,9
2014,rød,,,,,77.000,,4,,,,,,"Nissan Qashqai 1,6 Visia 4x2 Start/Stop 117HK 5d",,,117,,,109.900,,,"16,9",Benzin,
2006,sølvmetal,,,,,150.000,,,,,,,,"Toyota Yaris 1,3 Sol 5 dørs",,,,,,39.800,,,,Benzin,
2017,mørkeblå,2.045,230,,4x4,55.000,,6,85,7,,6.880,735,"BMW X 5 3,0 BMW X5 xDrive30d M-Sport aut. 7prs",,,258,SUV,3.500,799.800,01-11-2017,5,"16,7",Diesel,8
2020,cosmo,,,,,1.500,,,,,,,,"Kia Ceed SW 1,6 GDI PHEV Plus DCT 141HK Stc 6g Aut.",,,,,,309.900,,,"47,1",,
2007,sølvmetal,,,,,107.000,,4,,,,,,"Suzuki Ignis 1,3 SE",,,94,Hatchback,,34.800,01-09-2007,5,,Benzin,5
2018,race,,,,,159.000,,4,,,,3.880,,"Skoda Octavia 2,0 Combi 2,0 TDI Style DSG 150HK Stc 6g Aut.",,,150,,,179.800,19-05-2017,5,"21,7",Diesel,
2013,gråmetal,,,,,135.000,,,,,,,,"Renault Twingo 1,2 16V Authentique ECO2 3 dørs",,,,,,34.800,,,,Benzin,
2015,sort,,,,,114.000,,,,,,,,VW Polo TDI BMT Comfortline 90HK 5d,Manuel,,,,,89.900,,,"29,4",Diesel,
2018,grå,,170,,,99.000,,4,,,,,,"Toyota HiLux 2,4 Extra Cab 2,4 D-4D T3 4x4 150HK Pick-Up",,,150,,2.500,249.900,01-05-2018,2,,Diesel,5
2020,titanium,,,,,4.342,,,,,,,,Kia Picanto MPI Edition 67HK 5d,,,,,,97.900,,,25,,
2020,pulse,,,,,5.500,,,,,,,,Hyundai Kona el EL Advanced 204HK 5d Aut.,Automatisk,,204,,,299.900,,,"71,7",El,
2016,hvid,,189,17-04-2020,,48.000,,4,,,,,,"DS DS 3 1,6 DS DS3 1,6 Blue HDi Style start/stop 100HK 3d",,,100,Hatchback,775,99.900,01-05-2016,3,,Diesel,5
2020,horizon,,,,,14.000,,,,,,,,Kia Niro GDI PHEV Advance DCT 141HK 5d 6g Aut.,,,,,,299.900,,,"71,4",Hybrid,
2020,sortmetal,,,,,3.000,,4,,,,,,"Suzuki Swift 1,2 Dualjet Action AEB mild-hybrid 90HK 5d",,,90,,,144.995,24-09-2020,5,"26,8",,
2015,rød,,,,,178.000,,,,,,,,"Ford Transit 350 L2 Van 2,2 TDCi 155 Trend H2 FWD",,,,,,99.800,,,,Diesel,
2020,209,,,,,3.000,,,,,,,,Toyota Yaris B/EL H3 Smart 116HK 5d Trinl. Gear,Automatisk,,,,,219.900,,5,39,,
2020,2tb,,,,,2.000,,,,,,,,Toyota C-HR B/EL C-LUB Premium Multidrive S 184HK 5d Aut.,Automatisk,,,,,349.900,,5,25,,
2020,218,,,,,2.000,,,,,,,,"Toyota Prius Plug-in 1,8 B/EL H3 Smartpakke 122HK 5d Aut.",,,,,,299.999,,5,51,,
2019,hvid,,,,,10.000,,,,,,,,"Renault Master T35 L3H1 2,3 DCI start/stop 145HK Ladv./Chas. 6g",Manuel,,,,,269.900,,,"11,6",Diesel,
2020,068,,,,,3.000,,,,,,,,Toyota Aygo VVT-I X-Press 72HK 5d,,,,,,101.490,,5,29,,
2020,040,,,,,3.000,,,,,,,,Toyota Yaris VVT-I T3 Smart 125HK 5d 6g,,,,,,199.990,,5,23,,
2020,040,,,,,3.000,,,,,,,,Toyota Yaris VVT-I T3 Smart 125HK 5d 6g,,,,,,199.990,,5,23,,
2020,8x8,,,,,30.000,,,,,,,,Toyota RAV4 B/EL H3 Premium AWD 306HK 5d 6g Aut.,Automatisk,,,,,Ring,,5,43,,
2015,cool,,,,,65.000,,,,,,,,Suzuki Swift,,,,,,74.900,,,"23,3",,
2020,2sw,,,,,3.000,,,,,,,,Toyota Yaris B/EL H3 Premier Edition 116HK 5d Trinl. Gear,,,,,,239.990,,5,34,,
2017,sort,,,,,62.000,,4,,,,,,"Citroën C4 1,6 Blue HDi Feel Complet EAT6 start/stop 120HK 5d 6g Aut.",,,120,,,164.900,,,27,Diesel,
2008,,1.375,183,,Forhjul,234.000,300.000,4,55,"12,3",6,6.540,625,"Seat Altea 1,9 TDi 105",Manuel,,105,Hatchback,,39.900,07-01-2008,5,"18,52",Diesel,5
2019,209,,,,,25.611,,,,,,,,Toyota Yaris VVT-I T3 Smartpakke 111HK 5d 6g,,,,,,149.990,,5,20,,
2020,solar,,,,,5.000,,3,,,,,,"Ford Puma 1,0 EcoBoost ST-Line 125HK 5d 6g",,,125,,,234.900,,,"23,8",Hybrid,
2008,,,185,15-04-2020,,289.000,,,,,,,,"Citroën Grand C4 Picasso 1,8 16V VTR+ 7prs",,,127,MPV,1.200,34.900,01-09-2008,5,,Benzin,5
2016,blåmetal,,,,,57.000,,4,,,,1.080,,"Suzuki Baleno 1,2 Dualjet 16V Exclusive 90HK 5d",,,90,,,114.900,08-02-2018,5,"23,8",Benzin,
2020,1f7,,,,,3.000,,,,,,,,Toyota Yaris B/EL H3 Smart 116HK 5d Trinl. Gear,Automatisk,,,,,219.900,,5,39,,
2019,,,,,,15.000,,,,,,,,Renault Captur Energy DCI Zen 90HK 5d,Manuel,,,,,144.900,,,"26,2",Diesel,
2020,068,,,,,3.000,,,,,,,,Toyota Aygo VVT-I X-Press 72HK 5d,,,,,,101.490,,5,29,,
2004,blå,1.225,192,01-04-2020,Forhjul,184.000,,4,,11,,3.140,,"VW Golf V 1,6 FSi Trendline",,,115,Hatchback,1.200,44.999,01-06-2004,5,"15,2",Benzin,6
2010,,1.490,228,26-09-2019,Forhjul,164.000,,4,65,8,,3.140,560,"Audi A4 2,0 TFSi 180 Avant",,,180,Stationcar,1.700,98.380,01-08-2009,5,"15,2",Benzin,6
2015,hvid,,,,,115.000,,4,,,,,,"Iveco Daily 2,3 35S15 10,8m3 2,3 D 146HK Van 6g",,,146,,,114.900,23-12-2014,5,"13,2",Diesel,
2016,876,,,,,83.000,,,,,,,,Fiat 500C TwinAir Turbo Popstar 80HK Cabr.,,,,,,94.900,,3,26,,
2015,sølv,1.705,205,,4x4,69.000,,5,,8,,7.220,,"Volvo XC60 2,4 D5 215 Ocean Race aut. AWD",,,215,SUV,2.000,374.800,01-10-2014,5,"15,6",Diesel,6
2013,,,,27-03-2020,,221.000,,,,,,,,"Suzuki SX4 1,6 GLX COMBIBACK",Manuel,,74,Hatchback,,38.500,,,,Benzin,
2014,,840,160,,Forhjul,187.000,149.990,4,35,"12,9",7,660,465,"Fiat 500 1,2 Pop",Manuel,,69,Hatchback,800,49.900,30-04-2014,3,"20,8",Benzin,5
2011,,1.002,182,,Forhjul,174.000,195.896,4,45,"10,9",8,1.280,578,"VW Polo 1,2 TSi 90 Comfortline",Manuel,,90,Hatchback,1.000,72.900,12-12-2011,5,"19,6",Benzin,5
2008,,,,04-02-2020,,168.000,,,,,,,,"Mitsubishi Lancer 1,8 Invite",Manuel,ZC,143,Sedan,,47.800,,,,Benzin,
2006,,,,,,237.000,,,,,,,,"Citroën C1 1,0",,BL,68,,,21.900,,,,Benzin,
2013,,,,07-06-2018,,200.000,,,,,,,,"Ford Transit 2,2 FORD TRANSIT CUSTOM 270 L1 Van Forhjulstræk Manuel",Manuel,,125,Van,,Byd,,,,Diesel,
2013,,,,26-03-2019,,146.000,,,,,,,,"Volvo S80 2,0 163hk Summum aut.",Automatisk,,163,Sedan,,174.900,,,,Diesel,
2011,,1.103,165,,Forhjul,211.000,144.998,4,45,"12,9",6,1.280,412,Hyundai i20 Comfort,Manuel,,78,Hatchback,850,24.900,20-09-2011,5,"19,6",Benzin,5
2009,,1.382,185,,Forhjul,313.000,289.991,4,60,"11,9",6,5.680,768,"Peugeot 308 1,6 HDi 109 Premium SW 7prs",Manuel,,109,Stationcar,1.000,19.900,20-01-2009,5,"19,6",Diesel,6
2001,,1.480,224,,Forhjul,314.000,484.499,6,70,"9,3",6,6.820,550,"Audi A6 2,4 V6",Manuel,,170,Sedan,1.500,12.900,03-12-2001,4,"10,1",Benzin,5
2009,Champagnemetal,2.020,250,,Baghjul,136.000,1.769.000,8,82,"5,2",6,9.300,555,"BMW 750i 4,4 aut.",Automatisk,,407,Sedan,,310.000,24-04-2009,4,"8,8",Benzin,6
1997,,,,,,334,,,,,,,,"Toyota Starlet 1.3 ""BRED""",Manuel,,,,,[,,,,Benzin,
2019,Koksmetal,966,180,,Forhjul,6.000,165.008,4,37,"11,9",7,1.000,399,"Suzuki Swift 1,2 Dualjet Hybrid Exclusive",Manuel,,90,Hatchback,1.000,148.700,18-06-2020,5,"26,8",Benzin,5
2016,Blå,1.503,195,,Forhjul,108.000,,4,56,"11,4",6,1.220,367,"Opel Astra 1,6 CDTi 110 ST",Manuel,,110,Stationcar,1.300,124.800,14-07-2016,5,"28,6",Diesel,6
2014,Blåmetal,805,157,,Forhjul,124.000,99.989,3,35,"13,7",6,660,385,Citroën C1 Seduction Clim,Manuel,,68,Hatchback,,39.900,14-02-2014,5,"23,3",Benzin,5
2011,Hvid,1.762,146,,Forhjul,241.000,,4,80,"19,7",2,8.100,1.238,"VW Transporter 2,0 TDi 84 Kassevogn lang",Manuel,,84,Varevogn,2.200,49.500,11-11-2011,,"14,9",Diesel,5
2008,Sølvmetal,1.525,186,,Forhjul,280.000,,4,58,"12,2",6,6.380,670,"Opel Zafira 1,9 CDTi 120 Enjoy 7prs",Manuel,,120,MPV,1.300,24.500,02-06-2008,5,"16,7",Diesel,6
2008,Champagnemetal,1.025,163,,Forhjul,226.000,164.998,3,45,"14,9",6,1.880,540,"Skoda Fabia 1,2 12V Ambiente",Manuel,,70,Hatchback,800,22.900,20-10-2008,5,"16,9",Benzin,5
2005,Violetmetal,1.550,230,,Forhjul,189.000,478.475,6,66,"8,6",7,6.820,550,Citroën C5 V6 Exclusive aut.,Automatisk,,210,Hatchback,1.300,47.500,29-12-2004,5,10,Benzin,6
2012,Hvid,1.200,190,,Forhjul,172.000,200.901,4,45,"10,2",4,1.280,390,"Seat Ibiza 1,2 TSi 105 Style ST eco",Manuel,,105,Stationcar,1.000,59.900,09-01-2012,5,"19,6",Benzin,5
2015,Sortmetal,1.235,183,,Forhjul,119.000,229.099,4,63,"11,4",7,1.880,635,"Mitsubishi ASX 1,6 Invite",Manuel,,117,SUV,1.200,109.800,19-11-2014,5,"17,2",Benzin,5
2018,Hvid,934,162,,Forhjul,41.000,115.595,3,35,"14,4",4,660,396,"VW UP! 1,0 MPi 60 Move Up! BMT",Manuel,,60,Hatchback,,84.900,04-09-2017,5,"24,4",Benzin,5
2012,Hvid,,,,Baghjul,49.000,,,,,,660,,"Fiat Panda 1,2 69 Sole",Manuel,,69,Hatchback,,44.900,19-06-2012,5,"20,8",Benzin,5
2015,Sortmetal,1.218,193,,Forhjul,130.000,261.663,3,55,"11,2",6,660,682,"Ford Focus 1,0 SCTi 125 Titanium stc.",Manuel,,125,Stationcar,1.200,134.700,07-04-2015,5,"20,8",Benzin,6
2021,Sortmetal,1.353,201,,Forhjul,3.000,299.922,3,45,"10,6",9,1.000,507,"Skoda Octavia 1,0 eTSi 110 Style Combi DSG",Automatisk,,110,Stationcar,1.300,309.900,01-12-2020,5,"25,6",Benzin,7
2016,Perlemorshvid,1.728,197,,4x4,124.000,547.300,4,58,"10,4",6,4.680,472,"Honda CR-V 1,6 i-DTEC Executive aut. 4WD",Automatisk,,160,SUV,1.500,249.800,20-10-2015,5,"18,9",Diesel,9
2014,Koksmetal,1.145,171,,Forhjul,154.000,137.718,4,45,"13,1",4,2.180,584,"Renault Captur 1,5 dCi 90 Expression Van",Manuel,,90,Varevogn,1.200,57.900,15-04-2014,5,"27,8",Diesel,5
2016,,1.265,187,,Forhjul,121.000,177.993,4,50,"10,7",6,260,415,"Peugeot 208 1,6 BlueHDi 100 Active",Manuel,,100,Hatchback,700,76.500,30-11-2016,5,"33,3",Diesel,5
2014,Brunmetal,1.380,182,,Forhjul,168.000,434.900,4,55,"10,7",6,3.880,625,"Nissan Qashqai 1,6 dCi 130 Tekna X-tr.",Automatisk,,130,SUV,1.400,164.900,08-05-2014,5,"21,7",Diesel,1
2012,Sølvmetal,1.190,163,,Forhjul,144.000,109.020,4,45,"13,7",6,2.180,391,"Citroën C3 1,4 HDi Seduction Van",Manuel,,70,Hatchback,700,34.900,29-03-2012,5,"26,3",Diesel,5
2011,Champagnemetal,1.450,213,,Forhjul,133.000,460.896,4,70,"9,8",8,3.880,610,"VW Passat CC 2,0 TDi 140 BMT",Manuel,,140,Sedan,1.800,124.900,07-04-2011,4,"21,3",Diesel,6
2013,Hvid,1.016,162,,Forhjul,74.000,104.990,4,50,"14,5",4,1.880,484,"Dacia Sandero 1,2 16V Ambiance",Manuel,,75,Hatchback,1.100,54.500,01-08-2014,5,"17,2",Benzin,5
2013,Hvid,1.158,168,,Forhjul,84.000,119.998,4,43,"13,1",6,660,402,"Kia Rio 1,2 CVVT Motion",Manuel,,86,Hatchback,900,54.800,05-09-2012,5,"21,3",Benzin,5
2012,Rød,905,173,,Forhjul,149.000,183.989,2,35,11,7,660,465,"Fiat 500 0,9 TwinAir + by Abarth",Manuel,,85,Hatchback,800,47.900,17-02-2012,3,25,Benzin,5
2007,,975,178,,Forhjul,65.000,172.503,4,47,"9,9",6,1.880,500,"Fiat Punto 1,4 Dynamic 95",Manuel,,95,Hatchback,1.000,39.900,28-02-2007,5,"16,9",Benzin,5
2017,Mørkblåmetal,1.765,246,,Baghjul,69.000,,4,50,"6,2",7,1.000,620,"Mercedes C350 e 2,0 Avantgarde stc. aut.",Automatisk,,279,Stationcar,1.600,4.027,02-11-2016,5,"26,8",Benzin,7
2017,Mørkblåmetal,1.765,246,,Baghjul,69.000,,4,50,"6,2",7,1.000,620,"Mercedes C350 e 2,0 Avantgarde stc. aut.",Automatisk,,279,Stationcar,1.600,359.900,02-11-2016,5,"26,8",Benzin,7
2016,Hvid,1.420,205,,Forhjul,68.000,312.993,3,53,10,6,660,420,"Peugeot 308 1,2 e-THP 130 Allure SW",Manuel,,130,Stationcar,1.200,149.900,30-06-2016,5,"21,7",Benzin,6
